epoch,train_loss,train_rmsd,train_mdn,val_loss,val_rmsd,val_mdn,seconds
87,3.04113,2.29820,0.74293,3.86469,3.12409,0.74060,601.0
88,3.03022,2.28860,0.74162,3.85504,3.11269,0.74235,607.4
89,2.99888,2.25600,0.74288,3.87857,3.13267,0.74590,603.1
90,2.99805,2.25516,0.74289,3.87112,3.12364,0.74749,609.0
91,3.00039,2.25828,0.74212,3.86811,3.12401,0.74409,614.7
92,3.00582,2.26355,0.74227,3.84921,3.10479,0.74442,614.1
93,2.98894,2.24728,0.74166,3.85228,3.11046,0.74182,608.8
94,2.99185,2.24957,0.74229,3.84760,3.09921,0.74839,603.8
95,2.97222,2.23033,0.74189,3.89387,3.15302,0.74085,613.5
96,2.95968,2.21767,0.74201,3.86157,3.11872,0.74285,613.9
97,2.97638,2.23465,0.74173,3.86863,3.12088,0.74774,613.1
98,2.95842,2.21626,0.74216,3.85315,3.11145,0.74170,622.4
99,2.93912,2.19774,0.74139,3.86385,3.11806,0.74580,614.9
100,2.96073,2.21883,0.74189,3.85541,3.11234,0.74307,617.0
101,2.95392,2.21168,0.74224,3.84552,3.09731,0.74821,618.2
102,2.95287,2.20999,0.74288,3.83836,3.09489,0.74347,617.6
103,2.93366,2.19249,0.74117,3.87492,3.12866,0.74626,611.0
104,2.94649,2.20467,0.74181,3.89024,3.14595,0.74429,617.0
105,2.92811,2.18674,0.74137,3.84730,3.10611,0.74118,614.6
106,2.92139,2.17984,0.74155,3.84356,3.10141,0.74215,613.6
107,2.90875,2.16671,0.74204,3.86978,3.12371,0.74607,615.2
108,2.93367,2.19210,0.74156,3.85656,3.11115,0.74540,623.9
109,2.92419,2.18279,0.74139,3.84404,3.09977,0.74427,631.1
110,2.91577,2.17481,0.74096,3.84273,3.09532,0.74740,635.1
111,2.90601,2.16449,0.74153,3.82772,3.08445,0.74326,634.3
112,2.90216,2.15982,0.74233,3.83232,3.08654,0.74578,621.5
113,2.89034,2.14762,0.74272,3.84613,3.10254,0.74359,630.9
114,2.90473,2.16320,0.74153,3.79219,3.04418,0.74801,629.2
115,2.88219,2.14016,0.74203,3.79959,3.05174,0.74785,628.2
116,2.88629,2.14521,0.74108,3.79238,3.05081,0.74157,626.5
117,2.87466,2.13335,0.74131,3.80340,3.05951,0.74389,638.0
118,2.88696,2.14565,0.74132,3.83497,3.09042,0.74455,630.0
119,2.88037,2.13920,0.74117,3.79104,3.04698,0.74406,630.0
120,2.87513,2.13357,0.74156,3.77432,3.03100,0.74333,628.4
121,2.87582,2.13479,0.74103,3.78029,3.03555,0.74474,631.4
122,2.86999,2.12812,0.74188,3.79584,3.04672,0.74912,631.3
123,2.85418,2.11252,0.74167,3.81281,3.06429,0.74852,620.0
124,2.85693,2.11548,0.74144,3.82205,3.07744,0.74462,615.7
125,2.86947,2.12783,0.74164,3.83426,3.09077,0.74349,625.5
126,2.85280,2.11181,0.74099,3.78052,3.03773,0.74279,623.6
127,2.84180,2.10071,0.74109,3.80105,3.05579,0.74526,621.9
128,2.86685,2.12493,0.74193,3.78352,3.03993,0.74359,624.0
129,2.85403,2.11205,0.74197,3.79976,3.05145,0.74831,621.2
130,2.84699,2.10550,0.74150,3.79594,3.05523,0.74071,624.0
131,2.84902,2.10679,0.74222,3.74281,2.99381,0.74900,624.5
132,2.84298,2.10174,0.74124,3.74558,3.00141,0.74417,626.7
133,2.84286,2.10044,0.74242,3.76808,3.02423,0.74385,632.3
134,2.84582,2.10338,0.74243,3.77456,3.02834,0.74622,625.2
135,2.83200,2.08983,0.74218,3.77013,3.02259,0.74754,616.6
136,2.82494,2.08356,0.74139,3.76005,3.01505,0.74501,624.1
137,2.82850,2.08651,0.74199,3.75624,3.01328,0.74297,619.0
138,2.80545,2.06394,0.74151,3.77609,3.02883,0.74726,619.9
139,2.81283,2.07159,0.74124,3.72943,2.98403,0.74540,618.8
140,2.82335,2.08194,0.74140,3.79528,3.05278,0.74251,620.0
141,2.80183,2.06081,0.74102,3.76307,3.01588,0.74720,617.6
142,2.81228,2.07142,0.74086,3.73213,2.98591,0.74621,613.5
143,2.80100,2.05963,0.74136,3.77583,3.03133,0.74450,615.4
144,2.80558,2.06493,0.74065,3.76364,3.01900,0.74464,606.6
145,2.80722,2.06683,0.74039,3.73757,2.99076,0.74681,605.0
146,2.79969,2.05840,0.74129,3.78286,3.03702,0.74584,605.4
147,2.80634,2.06472,0.74162,3.77955,3.03306,0.74649,608.9
148,2.78513,2.04352,0.74161,3.76050,3.01477,0.74573,604.7
149,2.79244,2.05116,0.74127,3.74065,2.99735,0.74331,605.2
150,2.78898,2.04780,0.74118,3.77913,3.03621,0.74291,604.2
151,2.78628,2.04427,0.74201,3.72830,2.98217,0.74613,610.2
152,2.77005,2.02858,0.74146,3.75336,3.00595,0.74741,611.2
153,2.77413,2.03324,0.74089,3.72437,2.98070,0.74367,604.5
154,2.76885,2.02835,0.74050,3.71318,2.96769,0.74550,604.9
155,2.76231,2.02185,0.74046,3.73926,2.99886,0.74040,607.5
156,2.77484,2.03337,0.74147,3.76137,3.01570,0.74568,609.5
157,2.76924,2.02885,0.74039,3.75609,3.01051,0.74558,617.4
158,2.76764,2.02728,0.74036,3.72405,2.97178,0.75227,615.1
159,2.74407,2.00361,0.74046,3.75979,3.01467,0.74512,617.4
160,2.74876,2.00910,0.73967,3.69517,2.95446,0.74071,618.7
161,2.73737,1.99811,0.73926,3.70924,2.96574,0.74350,961.1
162,2.73453,1.99450,0.74003,3.76628,3.02139,0.74490,607.8
163,2.76205,2.02211,0.73995,3.74642,3.00362,0.74280,615.6
164,2.75229,2.01129,0.74100,3.74586,3.00464,0.74122,615.6
165,2.74090,2.00017,0.74072,3.72507,2.97914,0.74593,617.5
166,2.73240,1.99221,0.74020,3.74541,3.00336,0.74206,607.5
167,2.74032,2.00013,0.74019,3.76751,3.02212,0.74539,664.2
168,2.72952,1.98894,0.74058,3.74080,2.99664,0.74416,675.4
169,2.73344,1.99355,0.73989,3.71232,2.96693,0.74539,627.4
170,2.73805,1.99798,0.74008,3.72877,2.98452,0.74426,671.2
171,2.72402,1.98352,0.74050,3.71238,2.97017,0.74221,619.3
172,2.73027,1.99033,0.73994,3.75490,3.01013,0.74478,630.2
173,2.73003,1.99045,0.73958,3.78288,3.03839,0.74449,687.1
174,2.72951,1.98919,0.74032,3.73128,2.98778,0.74350,637.3
175,2.73281,1.99345,0.73936,3.67751,2.92986,0.74765,621.9
176,2.71562,1.97620,0.73942,3.68640,2.94352,0.74287,615.8
177,2.72770,1.98754,0.74017,3.71146,2.96948,0.74198,615.4
178,2.71832,1.97862,0.73970,3.77426,3.02957,0.74470,670.9
179,2.72650,1.98600,0.74049,3.75237,3.00727,0.74510,619.7
180,2.70187,1.96214,0.73973,3.73993,2.99278,0.74715,615.7
181,2.71080,1.97077,0.74003,3.73479,2.98922,0.74557,618.1
182,2.71783,1.97793,0.73991,3.77334,3.02678,0.74657,676.5
183,2.70161,1.96177,0.73984,3.71712,2.97111,0.74601,618.0
184,2.70539,1.96609,0.73930,3.70550,2.95966,0.74584,615.3
185,2.68825,1.94958,0.73867,3.73212,2.98778,0.74434,617.8
186,2.70094,1.96051,0.74043,3.73465,2.98870,0.74595,680.0
187,2.68984,1.95056,0.73928,3.73263,2.98628,0.74635,614.0
188,2.69428,1.95397,0.74031,3.72215,2.97868,0.74347,621.3
189,2.69823,1.95853,0.73970,3.73010,2.98269,0.74741,621.4
190,2.69997,1.96051,0.73945,3.74289,2.99643,0.74645,619.5
191,2.69754,1.95780,0.73973,3.71321,2.96710,0.74611,621.3
192,2.69895,1.95804,0.74092,3.69757,2.95077,0.74680,622.4
193,2.69094,1.95128,0.73966,3.69193,2.94785,0.74408,621.6
194,2.68467,1.94500,0.73967,3.74399,2.99548,0.74851,621.6
195,2.68203,1.94181,0.74022,3.69054,2.94436,0.74618,621.4
196,2.66190,1.92226,0.73963,3.71091,2.96103,0.74988,623.2
197,2.68249,1.94351,0.73899,3.73134,2.98823,0.74311,619.1
198,2.69717,1.95607,0.74110,3.67280,2.92815,0.74465,676.3
199,2.66681,1.92795,0.73886,3.68692,2.94051,0.74640,616.6
200,2.66130,1.92230,0.73900,3.70859,2.96368,0.74491,615.8
201,2.66931,1.93069,0.73862,3.70835,2.96341,0.74493,615.6
202,2.68351,1.94332,0.74019,3.70222,2.95568,0.74654,627.4
203,2.66931,1.92963,0.73967,3.68846,2.94337,0.74509,756.8
204,2.66354,1.92339,0.74015,3.70345,2.95893,0.74452,769.1
205,2.66825,1.92925,0.73899,3.70122,2.95582,0.74540,611.5
206,2.65980,1.92137,0.73842,3.69916,2.95429,0.74487,613.8
207,2.66377,1.92538,0.73839,3.70380,2.95821,0.74559,615.2
208,2.66009,1.92145,0.73863,3.73070,2.98003,0.75067,617.2
209,2.65413,1.91450,0.73964,3.70632,2.96151,0.74481,629.0
210,2.65771,1.91849,0.73922,3.75327,3.00455,0.74873,608.9
211,2.66916,1.92968,0.73949,3.71533,2.96736,0.74797,618.5
212,2.66543,1.92579,0.73964,3.65533,2.90749,0.74784,617.3
213,2.63804,1.89845,0.73959,3.68020,2.93682,0.74338,617.3
214,2.65294,1.91384,0.73910,3.69466,2.95008,0.74458,617.0
215,2.64771,1.90853,0.73918,3.70675,2.96006,0.74669,616.8
216,2.64042,1.90015,0.74026,3.68107,2.93815,0.74291,611.9
217,2.64202,1.90186,0.74016,3.65045,2.90802,0.74242,684.5
218,2.64819,1.90890,0.73929,3.66930,2.92569,0.74361,611.2
219,2.64124,1.90293,0.73830,3.71490,2.96866,0.74624,623.3
220,2.64153,1.90303,0.73850,3.70883,2.96468,0.74415,620.1
221,2.64169,1.90274,0.73895,3.65836,2.91266,0.74571,686.5
222,2.64944,1.91059,0.73885,3.70281,2.96302,0.73979,639.8
223,2.63873,1.90112,0.73760,3.68531,2.94179,0.74351,622.4
224,2.63300,1.89403,0.73897,3.69531,2.95262,0.74269,646.3
225,2.63800,1.89871,0.73929,3.64712,2.90333,0.74379,694.9
226,2.62207,1.88298,0.73909,3.65870,2.91493,0.74376,718.5
227,2.61782,1.87968,0.73814,3.65481,2.91156,0.74325,709.6
228,2.61367,1.87524,0.73843,3.67910,2.93719,0.74190,708.9
229,2.63462,1.89658,0.73804,3.70020,2.95496,0.74524,700.2
230,2.61937,1.87965,0.73972,3.59928,2.85592,0.74335,688.8
231,2.62063,1.88156,0.73907,3.63195,2.88800,0.74394,677.3
232,2.61932,1.88071,0.73860,3.67013,2.92444,0.74570,665.1
233,2.62044,1.88128,0.73916,3.69654,2.94743,0.74911,657.8
234,2.61708,1.87807,0.73901,3.64688,2.90412,0.74276,611.7
235,2.62153,1.88257,0.73896,3.60269,2.86045,0.74224,615.3
236,2.61838,1.87983,0.73855,3.65792,2.91394,0.74398,602.8
237,2.60775,1.86947,0.73828,3.66690,2.92320,0.74369,615.3
238,2.61409,1.87647,0.73763,3.72910,2.98236,0.74674,614.6
239,2.60378,1.86564,0.73815,3.64738,2.89606,0.75132,619.0
240,2.61430,1.87565,0.73865,3.61459,2.86735,0.74723,650.7
241,2.61684,1.87821,0.73863,3.69859,2.95247,0.74612,664.2
242,2.58752,1.84895,0.73857,3.67852,2.93754,0.74098,662.8
243,2.60556,1.86768,0.73789,3.68789,2.94762,0.74028,663.2
244,2.61225,1.87447,0.73778,3.65621,2.90962,0.74659,656.5
245,2.60865,1.87084,0.73782,3.68101,2.93765,0.74336,663.4
246,2.62073,1.88086,0.73987,3.67837,2.93849,0.73987,656.4
247,2.60158,1.86286,0.73872,3.64574,2.89980,0.74594,641.4
248,2.60048,1.86165,0.73882,3.69601,2.94952,0.74648,636.1
249,2.60741,1.86992,0.73749,3.63150,2.88314,0.74835,627.0
250,2.59604,1.85755,0.73849,3.68604,2.94324,0.74280,624.6
251,2.59349,1.85485,0.73864,3.66891,2.92379,0.74512,620.3
252,2.58242,1.84520,0.73722,3.68454,2.94056,0.74399,613.7
253,2.60149,1.86359,0.73790,3.63282,2.88685,0.74597,616.0
254,2.59912,1.86092,0.73820,3.64156,2.89945,0.74211,613.1
255,2.58342,1.84562,0.73780,3.64454,2.90071,0.74383,614.1
256,2.58409,1.84598,0.73811,3.65096,2.90676,0.74420,614.8
257,2.58516,1.84646,0.73870,3.67980,2.93122,0.74858,629.3
258,2.58764,1.84933,0.73831,3.67308,2.92944,0.74364,612.7
259,2.59950,1.86166,0.73784,3.65555,2.91360,0.74196,610.6
260,2.57113,1.83382,0.73731,3.64945,2.90184,0.74761,610.3
261,2.59387,1.85711,0.73677,3.63348,2.88905,0.74443,608.2
262,2.58068,1.84302,0.73766,3.64549,2.89982,0.74568,608.8
263,2.57835,1.84145,0.73690,3.66271,2.91986,0.74284,609.4
264,2.57784,1.83962,0.73821,3.64581,2.90263,0.74319,602.6
265,2.57890,1.84181,0.73709,3.65255,2.90707,0.74548,609.6
266,2.57823,1.84037,0.73786,3.66386,2.91633,0.74753,610.3
267,2.57216,1.83394,0.73822,3.65755,2.91070,0.74685,611.0
268,2.55819,1.82034,0.73786,3.66151,2.91938,0.74212,612.1
269,2.56334,1.82612,0.73721,3.64398,2.90207,0.74191,616.1
270,2.55956,1.82236,0.73720,3.62246,2.88100,0.74146,616.5
271,2.56912,1.83094,0.73818,3.68062,2.93687,0.74374,617.0
272,2.56615,1.82802,0.73813,3.68009,2.93688,0.74321,615.3
273,2.56620,1.82995,0.73625,3.65811,2.91484,0.74327,615.2
274,2.56049,1.82206,0.73843,3.69965,2.94817,0.75148,607.0
275,2.54926,1.81166,0.73760,3.64479,2.90580,0.73899,629.1
276,2.56568,1.82800,0.73768,3.64938,2.89849,0.75090,626.8
277,2.55639,1.81829,0.73811,3.68345,2.94007,0.74338,628.3
278,2.54515,1.80815,0.73700,3.66959,2.92766,0.74193,629.6
279,2.56255,1.82442,0.73813,3.61300,2.87076,0.74224,623.5
280,2.57167,1.83456,0.73711,3.63186,2.89111,0.74076,640.2
281,2.55042,1.81323,0.73719,3.68312,2.93826,0.74486,618.6
282,2.55204,1.81390,0.73814,3.63040,2.88579,0.74461,659.0
283,2.55871,1.82086,0.73785,3.64580,2.90192,0.74388,615.0
284,2.56302,1.82542,0.73761,3.62705,2.88690,0.74016,613.9
285,2.54274,1.80548,0.73725,3.60756,2.86247,0.74509,613.1
286,2.55657,1.81928,0.73729,3.65769,2.91577,0.74192,615.0
287,2.54078,1.80377,0.73701,3.64776,2.90241,0.74535,608.2
288,2.54656,1.81010,0.73646,3.65568,2.91111,0.74456,609.1
289,2.56237,1.82597,0.73640,3.66080,2.91509,0.74571,610.0
290,2.54180,1.80461,0.73719,3.65242,2.90873,0.74368,608.1
291,2.55269,1.81592,0.73677,3.65473,2.91128,0.74344,612.1
292,2.53670,1.80038,0.73632,3.61734,2.87173,0.74561,745.6
293,2.54385,1.80701,0.73684,3.66650,2.92145,0.74505,826.1
294,2.52900,1.79260,0.73640,3.59749,2.85494,0.74255,615.2
295,2.53512,1.79824,0.73688,3.64471,2.89712,0.74759,607.8
296,2.54808,1.81033,0.73775,3.69399,2.95302,0.74097,631.7
297,2.54106,1.80491,0.73615,3.65832,2.91018,0.74814,696.9
298,2.53854,1.80274,0.73580,3.64938,2.90726,0.74212,608.3
299,2.52532,1.78849,0.73682,3.62495,2.87925,0.74570,612.2
300,2.52101,1.78446,0.73655,3.62135,2.88104,0.74032,610.3
301,2.55749,1.81985,0.73764,3.62389,2.87995,0.74395,611.3
302,2.53160,1.79565,0.73595,3.59699,2.85356,0.74343,610.5
303,2.52185,1.78460,0.73725,3.59611,2.85462,0.74149,619.6
304,2.53602,1.79869,0.73733,3.62606,2.88169,0.74437,621.6
305,2.53665,1.80010,0.73655,3.62970,2.87878,0.75093,611.1
306,2.52874,1.79235,0.73638,3.62156,2.87926,0.74229,607.9
307,2.52020,1.78428,0.73592,3.66073,2.91727,0.74346,610.0
308,2.52461,1.78837,0.73623,3.64209,2.89797,0.74412,610.4
309,2.52483,1.78798,0.73685,3.61397,2.87082,0.74315,610.0
310,2.54042,1.80339,0.73703,3.62189,2.87945,0.74244,611.0
311,2.53847,1.80135,0.73712,3.64064,2.89022,0.75042,614.4
312,2.53117,1.79393,0.73724,3.60178,2.85838,0.74339,615.9
313,2.52112,1.78467,0.73645,3.66709,2.92162,0.74547,615.4
314,2.52400,1.78628,0.73773,3.60186,2.85479,0.74707,614.0
315,2.52322,1.78669,0.73653,3.62721,2.88181,0.74539,616.1
316,2.52581,1.78949,0.73632,3.61423,2.87318,0.74105,612.2
317,2.52232,1.78461,0.73770,3.58470,2.84261,0.74209,612.9
318,2.51159,1.77592,0.73567,3.60954,2.86687,0.74267,614.8
319,2.51772,1.78278,0.73494,3.61158,2.87094,0.74064,613.0
320,2.50748,1.77148,0.73599,3.64082,2.89995,0.74087,611.3
321,2.51012,1.77471,0.73541,3.57943,2.83505,0.74438,610.4
322,2.51842,1.78208,0.73634,3.59100,2.84869,0.74232,610.1
323,2.51383,1.77683,0.73699,3.63794,2.89252,0.74542,610.7
324,2.51328,1.77575,0.73754,3.62528,2.88026,0.74502,610.6
325,2.50931,1.77220,0.73710,3.64290,2.89769,0.74521,610.2
326,2.51718,1.78068,0.73650,3.64252,2.89916,0.74336,611.4
327,2.52087,1.78475,0.73612,3.69627,2.95004,0.74623,609.3
328,2.52231,1.78561,0.73669,3.62913,2.88665,0.74248,612.3
329,2.50412,1.76744,0.73668,3.67910,2.93532,0.74378,608.9
330,2.50614,1.77020,0.73594,3.64972,2.90856,0.74116,630.8
331,2.50101,1.76459,0.73643,3.61585,2.87606,0.73979,709.7
332,2.51655,1.78018,0.73638,3.67443,2.93087,0.74356,620.7
333,2.52039,1.78414,0.73626,3.60390,2.85871,0.74519,608.7
334,2.50160,1.76498,0.73662,3.63704,2.88937,0.74767,610.9
335,2.48649,1.75028,0.73621,3.61343,2.86978,0.74365,611.3
336,2.48696,1.75132,0.73565,3.65222,2.91014,0.74208,609.1
337,2.49441,1.75833,0.73608,3.63309,2.89248,0.74061,608.0
338,2.48574,1.75005,0.73569,3.62068,2.87877,0.74191,742.2
339,2.47898,1.74415,0.73484,3.60665,2.86150,0.74515,794.5
340,2.48601,1.75035,0.73566,3.64717,2.90183,0.74535,609.7
341,2.48056,1.74463,0.73594,3.62064,2.87251,0.74814,616.0
342,2.48322,1.74753,0.73569,3.66158,2.91930,0.74228,615.7
343,2.49531,1.75867,0.73663,3.64924,2.90378,0.74546,614.2
344,2.48572,1.75011,0.73561,3.61700,2.87493,0.74207,613.9
345,2.47513,1.74082,0.73432,3.62294,2.87868,0.74426,616.9
346,2.47668,1.74019,0.73650,3.60031,2.85672,0.74359,613.8
347,2.49123,1.75476,0.73648,3.64271,2.90065,0.74206,613.1
348,2.49027,1.75436,0.73591,3.63011,2.88297,0.74714,619.2
349,2.48753,1.75185,0.73568,3.62875,2.88392,0.74483,615.6
350,2.47405,1.73951,0.73455,3.59961,2.85696,0.74265,614.5
351,2.47180,1.73703,0.73477,3.61115,2.86856,0.74258,614.4
352,2.47488,1.73992,0.73496,3.65050,2.90673,0.74377,612.2
353,2.48609,1.75066,0.73544,3.67593,2.92563,0.75031,613.7
354,2.47823,1.74410,0.73413,3.65251,2.90732,0.74519,616.3
355,2.47446,1.73875,0.73571,3.60955,2.86349,0.74606,615.9
356,2.48360,1.74805,0.73555,3.57653,2.83515,0.74138,614.5
357,2.47545,1.74027,0.73518,3.61865,2.87853,0.74012,620.0
358,2.46366,1.72770,0.73596,3.63391,2.88934,0.74457,616.1
359,2.47861,1.74396,0.73464,3.60773,2.86529,0.74245,615.7
360,2.47601,1.74017,0.73584,3.63482,2.88709,0.74774,613.4
361,2.46019,1.72465,0.73554,3.62496,2.88339,0.74157,614.8
362,2.46511,1.73014,0.73497,3.59360,2.85313,0.74047,613.6
363,2.47405,1.73891,0.73514,3.64833,2.90554,0.74279,616.8
364,2.47426,1.73968,0.73459,3.58660,2.84628,0.74032,616.8
365,2.45607,1.72130,0.73477,3.62832,2.88721,0.74112,613.7
366,2.48262,1.74691,0.73571,3.61366,2.86842,0.74524,612.6
367,2.47600,1.74113,0.73486,3.57548,2.83296,0.74252,620.4
368,2.46450,1.73001,0.73449,3.60033,2.85815,0.74218,615.5
369,2.48771,1.75184,0.73587,3.63354,2.88718,0.74636,613.9
370,2.47158,1.73540,0.73618,3.62323,2.87474,0.74849,610.8
371,2.45836,1.72256,0.73581,3.63519,2.88986,0.74533,597.6
372,2.45868,1.72426,0.73442,3.61501,2.87438,0.74063,607.9
373,2.46414,1.72951,0.73463,3.57529,2.83407,0.74122,610.0
374,2.47426,1.73929,0.73498,3.59230,2.85065,0.74165,606.3
375,2.45698,1.72267,0.73430,3.60388,2.86397,0.73992,596.2
376,2.46260,1.72773,0.73488,3.58004,2.83823,0.74181,606.3
377,2.45349,1.71874,0.73475,3.59992,2.85648,0.74344,623.1
378,2.45386,1.71867,0.73520,3.59397,2.84953,0.74444,613.1
379,2.45856,1.72284,0.73572,3.65970,2.91596,0.74374,604.4
380,2.46329,1.72783,0.73545,3.62543,2.88184,0.74359,607.9
381,2.44755,1.71317,0.73438,3.62697,2.88270,0.74427,608.0
382,2.43406,1.69847,0.73559,3.61007,2.86838,0.74170,607.7
383,2.45978,1.72475,0.73503,3.65169,2.90524,0.74645,609.1
384,2.44906,1.71518,0.73388,3.61015,2.86821,0.74194,611.1
