epoch,train_loss,train_rmsd,train_mdn,val_loss,val_rmsd,val_mdn,seconds
72,5.13555,4.08547,1.05008,6.84875,5.61032,1.23842,82.6
73,5.09682,4.04955,1.04727,6.87270,5.63391,1.23880,82.9
74,5.07200,4.02363,1.04836,6.74901,5.50412,1.24489,82.9
75,5.08993,4.04237,1.04757,6.68908,5.45329,1.23579,84.0
76,5.01043,3.96249,1.04794,6.60322,5.37487,1.22835,83.6
77,4.91600,3.86843,1.04758,6.60368,5.36099,1.24269,84.5
78,5.03405,3.98875,1.04530,6.50988,5.27395,1.23594,83.2
79,4.95709,3.90462,1.05247,6.69135,5.41845,1.27289,83.7
80,4.92875,3.87870,1.05006,6.68642,5.44942,1.23700,84.0
81,4.86926,3.82402,1.04524,6.73479,5.50283,1.23196,84.4
82,4.81369,3.77118,1.04251,6.61897,5.37399,1.24498,83.3
83,4.83394,3.78552,1.04842,6.53423,5.29359,1.24065,83.4
84,4.88849,3.84102,1.04747,6.49794,5.27235,1.22559,84.7
85,4.80893,3.76085,1.04808,6.59568,5.35996,1.23572,84.3
86,4.80453,3.75799,1.04654,6.58491,5.35201,1.23291,86.0
87,4.77388,3.72520,1.04868,6.48500,5.24690,1.23810,84.0
88,4.75881,3.71311,1.04570,6.63871,5.40280,1.23591,83.4
89,4.69334,3.64747,1.04587,6.53122,5.29674,1.23448,83.0
90,4.70893,3.66627,1.04266,6.50172,5.26883,1.23288,85.1
91,4.74854,3.70236,1.04618,6.48567,5.24596,1.23971,88.3
92,4.69166,3.64759,1.04407,6.64676,5.40534,1.24141,85.8
93,4.65653,3.61093,1.04560,6.32460,5.09664,1.22796,85.9
94,4.63690,3.59254,1.04436,6.54904,5.31156,1.23748,85.1
95,4.66003,3.61541,1.04462,6.37927,5.14408,1.23519,85.3
96,4.64226,3.59857,1.04369,6.38058,5.14903,1.23155,84.5
97,4.57482,3.53280,1.04202,6.44606,5.21823,1.22783,85.0
98,4.65111,3.60785,1.04326,6.56351,5.32587,1.23764,85.4
99,4.63620,3.59002,1.04619,6.43833,5.19983,1.23850,84.9
100,4.58091,3.53182,1.04910,6.35121,5.11176,1.23945,84.8
101,4.52239,3.47362,1.04877,6.50087,5.27160,1.22928,85.5
102,4.53615,3.48753,1.04862,6.42475,5.18806,1.23669,85.1
103,4.54081,3.49606,1.04474,6.49217,5.25933,1.23284,84.3
104,4.63396,3.58824,1.04573,6.46558,5.22469,1.24089,84.8
105,4.48334,3.43766,1.04568,6.50685,5.26283,1.24402,89.9
106,4.55707,3.51427,1.04280,6.55357,5.32781,1.22577,91.0
107,4.53315,3.48843,1.04473,6.44769,5.21254,1.23515,87.1
108,4.47768,3.43458,1.04310,6.52271,5.28814,1.23457,85.0
109,4.52706,3.48535,1.04171,6.43248,5.20251,1.22997,85.2
110,4.46634,3.42329,1.04305,6.28833,5.04248,1.24585,85.7
111,4.46967,3.42336,1.04631,6.38341,5.14887,1.23454,85.5
112,4.51317,3.46636,1.04681,6.41698,5.18432,1.23266,84.9
113,4.36514,3.32019,1.04495,6.50593,5.27826,1.22768,85.4
114,4.45508,3.41289,1.04219,6.40022,5.15876,1.24145,84.4
115,4.48724,3.44694,1.04030,6.39485,5.15848,1.23637,85.3
116,4.40505,3.36328,1.04176,6.38893,5.16376,1.22517,84.7
117,4.41717,3.37654,1.04063,6.39618,5.17347,1.22271,84.5
118,4.38995,3.35148,1.03847,6.26402,5.03786,1.22616,84.3
119,4.40711,3.36841,1.03870,6.37866,5.14820,1.23046,84.1
120,4.43782,3.40049,1.03733,6.33386,5.10021,1.23365,84.8
121,4.39514,3.35253,1.04261,6.36363,5.12405,1.23959,84.3
122,4.39953,3.35786,1.04168,6.49269,5.26237,1.23032,84.5
123,4.35110,3.30795,1.04315,6.43719,5.21169,1.22550,84.4
124,4.35377,3.31293,1.04083,6.38576,5.15256,1.23320,85.0
125,4.33929,3.29975,1.03954,6.16796,4.94560,1.22236,84.6
126,4.36348,3.32195,1.04153,6.37318,5.14228,1.23090,85.5
127,4.37870,3.34006,1.03864,6.30541,5.06702,1.23839,85.7
128,4.25153,3.20850,1.04303,6.25694,5.02611,1.23083,84.3
129,4.31975,3.27952,1.04023,6.34402,5.11690,1.22712,84.3
130,4.25629,3.21902,1.03727,6.29928,5.07193,1.22735,84.7
131,4.30624,3.26779,1.03845,6.47598,5.24917,1.22681,84.1
132,4.34281,3.30105,1.04176,6.21977,4.99315,1.22662,82.3
133,4.34994,3.31287,1.03707,6.49261,5.26515,1.22746,83.9
134,4.24039,3.20228,1.03811,6.23958,5.00292,1.23667,83.9
135,4.25049,3.21480,1.03569,6.23333,4.99964,1.23369,83.7
136,4.24341,3.20529,1.03812,6.27647,5.04904,1.22744,84.0
137,4.22178,3.18425,1.03753,6.24384,5.00906,1.23478,82.3
138,4.21661,3.18366,1.03295,6.19544,4.96429,1.23115,82.8
139,4.22673,3.19333,1.03340,6.45342,5.21542,1.23799,82.4
140,4.15761,3.12432,1.03330,6.28630,5.05799,1.22831,82.5
141,4.24976,3.21665,1.03311,6.29299,5.05585,1.23714,83.3
142,4.25396,3.21843,1.03553,6.33447,5.09937,1.23509,83.5
143,4.18920,3.15293,1.03627,6.44973,5.21218,1.23755,83.1
144,4.24707,3.20688,1.04019,6.41071,5.16895,1.24176,85.2
145,4.20543,3.16788,1.03756,6.24452,5.01084,1.23367,86.8
